id,name,passmark
gpu3968,GRID P100-1B,2223
gpu4178,GRID P100-8Q,3841
gpu3993,GRID P40-24Q,4727
gpu3951,GRID P40-2B,9842
gpu4026,GRID P40-2Q,4843
gpu4079,GRID P40-3Q,681
gpu4080,GRID P40-4Q,5364
gpu4834,GRID P40-8Q,8967
gpu3983,GRID P6-2Q,3925
gpu3913,GRID P6-4Q,4429
gpu4855,GRID RTX6000-1B,8473
gpu4425,GRID RTX6000P-6Q,4777
gpu4261,GRID T4-1Q,3742
gpu4516,GRID T4-2B,2601
gpu4370,GRID T4-2Q,3450
gpu4340,GRID T4-4Q,3260
gpu4196,GRID T4-8Q,4518
gpu3936,GRID V100-8Q,16
gpu4132,GRID V100D-8Q,4155
gpu2495,GT 430,223
gpu3480,IncrediblE HD,389
gpu3655,IncrediblE HD 4000,517
gpu4017,IncrediblE HD 4600,749
gpu908,Intel - Express Chipset G41,56
gpu909,Intel - Express Chipset Q45/Q43,57
gpu3748,Intel 2nd Generation SandyBridge HD,185
gpu3583,Intel 2nd Generation SandyBridge HD 3000,205
gpu3730,Intel 4th Generation Haswell HD,419
gpu915,Intel 82845G Controller,2
gpu916,Intel 82845G/GL Controller,2
gpu917,Intel 82845G/GL/GE/PE/GV Controller,2
gpu764,Intel 82852/82855 GM/GME Controller,1
gpu920,Intel 82865G Controller,4
gpu765,Intel 82915G Express,5
gpu4185,Intel 82915G/915GV/910GL,3
gpu922,Intel 82915G/GV/910GL Advanced v3.5,2
gpu923,Intel 82915G/GV/910GL Express,3
gpu766,Intel 82945G Express,12
gpu3510,Intel 82945G Express-Chipsatzfamilie,8
gpu770,Intel 865 Embedded Controller,3
gpu3185,"Intel 915G,910G Express",4
gpu3523,Intel 915G/915GV/910GL Embedded Controller Functio,4
gpu3594,Intel 945G Embedded Chipset Function 0,4
gpu3750,Intel 946GZ Embedded Chipset,3
gpu928,Intel 946GZ Express,2
gpu4955,Intel Arc,4624
gpu4879,Intel Arc A310,4722
gpu4568,Intel Arc A380,4915
gpu4940,Intel Arc A580,11676
gpu4928,Intel Arc A730M,7865
gpu4612,Intel Arc A750,9289
gpu4605,Intel Arc A770,9735
gpu4620,Intel Arc A770M,7459
gpu4905,Intel Arc Pro A40/A50,5223
gpu4911,Intel Arc Pro A60,9409
gpu931,Intel B43 Express Chipset,109
gpu3849,Intel Coffee Lake UHD,1158
gpu933,Intel Extreme Controller,1
gpu782,Intel G33/G31 Express,51
gpu938,Intel G35 Express,3090
gpu940,Intel G41 Express Chipset,105
gpu943,Intel G41 Express-Chipsatz,57
gpu944,Intel G45/G43 Express Chipset,105
gpu946,Intel G45/G43/G41 Express Chipset,67
gpu948,Intel G965 Express,222
gpu950,Intel GMA 3150 Express,2
gpu2846,Intel Haswell HD - GT1,123
gpu2807,Intel Haswell HD - GT2,139
gpu3264,Intel HD 2000,213
gpu26,Intel HD 3000,255
gpu2,Intel HD 4000,344
gpu2643,Intel HD 4400,521
gpu2451,Intel HD 4600,630
gpu4145,Intel HD 500,298
gpu2552,Intel HD 5000,576
gpu4143,Intel HD 505,352
gpu3347,Intel HD 510,626
gpu3341,Intel HD 515,631
gpu3255,Intel HD 520,870
gpu2498,Intel HD 5200,830
gpu3281,Intel HD 530,995
gpu2921,Intel HD 5300,390
gpu2908,Intel HD 5500,586
gpu3160,Intel HD 5600,2263
gpu3120,Intel HD 6000,858
gpu3647,Intel HD 610,693
gpu3593,Intel HD 615,724
gpu3540,Intel HD 630,1107
gpu37,Intel HD Family,458
gpu3592,Intel HD Graphics 620,926
gpu3249,Intel HD manual-15.28-1861,62
gpu3764,Intel HD manual-gen9_2015-133271,165
gpu3068,Intel HD Modded,112
gpu962,Intel HD P3000,286
gpu963,Intel HD P4000,516
gpu2601,Intel HD P4600,604
gpu2586,Intel HD P4600/P4700,635
gpu3385,Intel HD P530,1153
gpu3682,Intel HD P630,1184
gpu3788,Intel Infoshock HD,193
gpu2692,Intel Iris 5100,743
gpu3366,Intel Iris 540,1248
gpu3437,Intel Iris 550,1420
gpu3164,Intel Iris 6100,913
gpu3790,Intel Iris 650,1432
gpu4120,Intel Iris Plus,1818
gpu3696,Intel Iris Plus 640,1342
gpu4162,Intel Iris Plus 645,1727
gpu3718,Intel Iris Plus 650,1593
gpu3961,Intel Iris Plus 655,1745
gpu2562,Intel Iris Pro 5200,1190
gpu3481,Intel Iris Pro 580,1980
gpu3167,Intel Iris Pro 6100,925
gpu3258,Intel Iris Pro Graphics 6200,1449
gpu3436,Intel Iris Pro P580,2231
gpu3542,Intel Iris Pro P6300,1625
gpu4265,Intel Iris Xe,2690
gpu4502,Intel Iris Xe MAX,1971
gpu4740,Intel Iris Xe MAX 100,1927
gpu3261,Intel Media Accelerator,32
gpu953,Intel Media Accelerator 3150,2
gpu954,Intel Media Accelerator 500,3
gpu956,Intel Media Accelerator 600,6
gpu957,Intel Media Accelerator HD,108
gpu4063,Intel Poison Ivy,738
gpu967,Intel Q33 Express,5
gpu778,Intel Q35 Embedded,8
gpu968,Intel Q35 Express,88
gpu971,Intel Q45/Q43 Express Chipset,207
gpu973,Intel Q45/Q43 Express-Chipsatz,57
gpu974,Intel Q965/Q963 Express,186
gpu3135,Intel Skylake HD DT GT2,576
gpu3950,Intel UHD Graphics,1476
gpu3876,Intel UHD Graphics 600,324
gpu3861,Intel UHD Graphics 605,369
gpu3910,Intel UHD Graphics 610,718
gpu4006,Intel UHD Graphics 615,751
gpu4051,Intel UHD Graphics 617,892
gpu3805,Intel UHD Graphics 620,1042
gpu3826,Intel UHD Graphics 630,1247
gpu4505,Intel UHD Graphics 710,1077
gpu4379,Intel UHD Graphics 730,1626
gpu4378,Intel UHD Graphics 750,1742
gpu4473,Intel UHD Graphics 770,1856
gpu3924,Intel UHD Graphics P630,2241
gpu4410,Intel UHD Graphics P750,1726
gpu3301,Intel US15 Embedded Media and Controller,7
gpu1515,ION,84
gpu1516,ION LE,97
gpu248,M860G with Mobility Radeon 4100,75
gpu249,M880G with Mobility Radeon HD 4200,92
gpu250,M880G with Mobility Radeon HD 4225,71
gpu121,M880G with Mobility Radeon HD 4250,104
gpu3677,Master X3100 Driver,10
gpu3187,Matrox C420 LP PCIe x16,597
gpu3054,Matrox C680 PCIe x16,1903
gpu3579,Matrox C900 PCIe x16,1812
gpu2674,Matrox G200e WDDM 1.2,59
gpu3887,Matrox G200e WDDM 2.0,100
gpu2705,Matrox G200eh,40
gpu2942,Matrox G200eh WDDM 1.2,51
gpu3723,Matrox G200eh WDDM 2.0,46
gpu2673,Matrox G200eR,36
gpu2919,Matrox G200eR WDDM 1.2,45
gpu3692,Matrox G200eR WDDM 2.0,67
gpu998,Matrox G200eW,39
gpu2823,Matrox G200eW WDDM 1.2,50
gpu3847,Matrox G200eW3 WDDM 2.0,94
gpu4882,Matrox LUMA A310,3690
gpu4881,Matrox LUMA A310F,3873
gpu1001,Matrox M9120 PCIe x16,19
gpu1003,Matrox M9120 Plus LP PCIe x16,25
gpu1004,Matrox M9125 PCIe x16,25
gpu1005,Matrox M9128 LP PCIe x16,31
gpu1006,Matrox M9138 LP PCIe x16,42
gpu1007,Matrox M9140 LP PCIe x16,23
gpu1008,Matrox M9148 LP PCIe x16,40
gpu1032,Matrox Millennium P650 PCIe 128,5
gpu1036,Matrox Millennium P690 PCIe x16,366
gpu1038,Matrox Millennium P690 Plus LP PCIe x16,6
gpu1040,Matrox Parhelia 128MB,3
gpu1041,Matrox Parhelia 256MB,9
gpu1042,Matrox Parhelia APVe,5
gpu1055,MEDION RADEON 9800 XXL,71
gpu1057,MEDION RADEON X740XL,94
gpu4118,MIRRORV3,1080
gpu1068,Mobile Intel - famiglia Express Chipset 45,38
gpu2477,Mobile Intel 4 Express-Chipsatzfamilie,44
gpu1060,Mobile Intel 45 Express,43
gpu1072,Mobile Intel 45 Express-Chipsatzfamilie,117
gpu2393,Mobile Intel 915GM/GMS/910GML Express,1
gpu1062,Mobile Intel 945 Express,1
gpu1083,Mobile Intel 945GM Express,5
gpu1085,Mobile Intel 945GM/GU Express,5
gpu1066,Mobile Intel 965 Express,49
gpu3509,Mobile Intel 965 Express - BR-0907-0461 v1839,8
gpu2916,Mobile Intel 965 Express-Chipsatzfamilie,24
gpu1088,Mobile Intel HD,235
gpu2460,Mobile Intel serie 4 Express,44
gpu3948,Mobile Intel965 Express,17
gpu446,MOBILITY FIREGL 7800,4
gpu448,MOBILITY FIREGL T2,40
gpu449,MOBILITY FIREGL T2/T2e,33
gpu451,MOBILITY FireGL V3200,62
gpu452,MOBILITY FireGL V5000,81
gpu99,MOBILITY FireGL V5200,44
gpu453,MOBILITY FireGL V5250,27
gpu455,Mobility FireGL V5725,219
gpu459,MOBILITY IGP 9000/9100,10
gpu462,Mobility Radeon 4100,81
gpu463,MOBILITY RADEON 7000 IGP,6
gpu464,MOBILITY RADEON 7500,3
gpu465,MOBILITY RADEON 9000,3
gpu466,MOBILITY RADEON 9000 IGP,7
gpu467,MOBILITY RADEON 9000/9100 IGP,5
gpu468,MOBILITY RADEON 9100 IGP,2
gpu469,MOBILITY RADEON 9200,3
gpu2325,MOBILITY RADEON 9550,30
gpu471,MOBILITY RADEON 9600,36
gpu472,MOBILITY RADEON 9600 PRO TURBO,24
gpu473,MOBILITY RADEON 9600/9700,39
gpu474,MOBILITY RADEON 9700,27
gpu476,MOBILITY RADEON 9800,46
gpu75,Mobility Radeon HD 2300,50
gpu147,Mobility Radeon HD 2400,89
gpu478,Mobility Radeon HD 2400 XT,102
gpu65,Mobility Radeon HD 2600,167
gpu479,Mobility Radeon HD 2600 XT,191
gpu2893,Mobility Radeon HD 3400 Serisi,111
gpu482,Mobility Radeon HD 3410,62
gpu483,Mobility Radeon HD 3430,98
gpu484,Mobility Radeon HD 3450,91
gpu485,Mobility Radeon HD 3470,93
gpu486,Mobility Radeon HD 3470 Hybrid X2,93
gpu487,Mobility Radeon HD 3650,129
gpu488,Mobility Radeon HD 3670,232
gpu489,Mobility Radeon HD 3850,365
gpu490,Mobility Radeon HD 3870,547
gpu491,Mobility Radeon HD 3870 X2,477
gpu493,Mobility Radeon HD 4200,90
gpu494,Mobility Radeon HD 4225,66
gpu495,Mobility Radeon HD 4250,98
gpu496,Mobility Radeon HD 4270,92
gpu2753,Mobility Radeon HD 4300 Serisi,73
gpu497,Mobility Radeon HD 4330,135
gpu498,Mobility Radeon HD 4350,148
gpu502,Mobility Radeon HD 4550,191
gpu503,Mobility Radeon HD 4570,139
gpu504,Mobility Radeon HD 4650,401
gpu505,Mobility Radeon HD 4670,463
gpu506,Mobility Radeon HD 4830,511
gpu507,Mobility Radeon HD 4850,866
gpu148,Mobility Radeon HD 4870,719
gpu2153,Mobility Radeon HD 5000,773
gpu2516,Mobility Radeon HD 5000 Serisi,478
gpu511,Mobility Radeon HD 5165,284
gpu512,Mobility Radeon HD 530v,174
gpu514,Mobility Radeon HD 540v,188
gpu515,Mobility Radeon HD 5430,181
gpu516,Mobility Radeon HD 5450,214
gpu517,Mobility Radeon HD 545v,199
gpu58,Mobility Radeon HD 5470,236
gpu518,Mobility Radeon HD 550v,266
gpu519,Mobility Radeon HD 5570,538
gpu520,Mobility Radeon HD 560v,318
gpu521,Mobility Radeon HD 5650,449
gpu522,Mobility Radeon HD 565v,353
gpu149,Mobility Radeon HD 5730,499
gpu525,Mobility Radeon HD 5850,763
gpu526,Mobility Radeon HD 5870,1093
gpu2644,Mobility Radeon HD serie 4200,96
gpu531,Mobility Radeon X1300,39
gpu532,Mobility Radeon X1350,39
gpu533,Mobility Radeon X1400,42
gpu535,Mobility Radeon X1450,33
gpu536,Mobility Radeon X1600,92
gpu537,Mobility Radeon X1700,104
gpu538,MOBILITY RADEON X1800,130
gpu539,Mobility Radeon X1900,134
gpu111,Mobility Radeon X2300,48
gpu1097,Mobility Radeon X2300 HD,48
gpu540,Mobility Radeon X2500,81
gpu542,MOBILITY RADEON X300,33
gpu543,MOBILITY RADEON X600,50
gpu544,MOBILITY RADEON X600 SE,49
gpu545,MOBILITY RADEON X700,66
gpu546,MOBILITY RADEON X700 XL,59
gpu548,MOBILITY RADEON XPRESS 200,27
gpu2488,Mobility Radeon. HD 5470,215
gpu551,MOBILITY/RADEON 9000,4
gpu2470,MONSTER GeForce GTX 675M,2637
gpu3640,MxGPU,1826
gpu3199,N16P-GX,1204
gpu3928,N18E-Q1,2525
gpu1530,nForce 750a SLI,83
gpu1531,nForce 760i SLI,140
gpu1532,nForce 780a SLI,92
gpu1533,nForce 980a/780a SLI,81
gpu1536,NV44,15
gpu4632,NVIDIA A10,22064
gpu4521,NVIDIA A10-4Q,3424
gpu4546,NVIDIA A10G,18292
gpu4551,NVIDIA A40,13370
gpu4655,NVIDIA A40-8Q,4220
gpu1150,NVIDIA GeForce3 Ti200,5
gpu3554,NVIDIA TITAN X,13659
gpu3728,NVIDIA TITAN Xp,18644
gpu1537,NVS 2100M,139
gpu1538,NVS 300,121
gpu2195,NVS 310,249
gpu1539,NVS 3100M,114
gpu2808,NVS 315,299
gpu117,NVS 4200M,270
gpu2228,NVS 510,704
gpu1540,NVS 5100M,188
gpu2158,NVS 5200M,514
gpu1541,NVS 5400M,631
gpu3428,NVS 810,1161
gpu3291,OPAL XT/GL,1053
gpu4206,P104-100,3807
gpu4212,P106-090,2342
gpu4044,P106-100,6324
gpu4810,PCI\VEN_1002&DEV_164E&SUBSYS_D0001458&REV_C3 Ryzen,1653
gpu4791,PCI\VEN_1002&DEV_164E&SUBSYS_D0001458&REV_C7 Ryzen,1642
gpu3608,PHDGD Ivy 4,374
gpu4184,PHDGD Ivy 5,445
gpu3844,PHDGD Quantic C3,116
gpu3856,PHDGD Sapphire GR for Mobile Intel 965,25
gpu3136,PHDGD Solo 1.2.0 x86,11
gpu3515,PHDGD Solo 2 x64,20
gpu3625,Q12U-1,5164
gpu87,Quadro 1000M,571
gpu2398,Quadro 1100M,755
gpu1543,Quadro 2000,946
gpu1544,Quadro 2000 D,1239
gpu1545,Quadro 2000D,974
gpu49,Quadro 2000M,783
gpu2397,Quadro 2100M,1100
gpu1546,Quadro 280 NVS PCIe,5
gpu1547,Quadro 3000M,1018
gpu1548,Quadro 400,148
gpu1549,Quadro 4000,1478
gpu1550,Quadro 4000M,1323
gpu2291,Quadro 410,441
gpu1551,Quadro 5000,1923
gpu1552,Quadro 5000M,2059
gpu2518,Quadro 500M,570
gpu1553,Quadro 5010M,1771
gpu91,Quadro 600,537
gpu1554,Quadro 6000,2705
gpu1555,Quadro 7000,3505
gpu1556,Quadro CX,947
gpu1557,Quadro FX 1000,34
gpu1558,Quadro FX 1100,35
gpu1559,Quadro FX 1300,34
gpu1560,Quadro FX 1400,124
gpu1561,Quadro FX 1500,197
gpu1562,Quadro FX 1500M,171
gpu1563,Quadro FX 1600M,131
gpu1564,Quadro FX 1700,139
gpu1565,Quadro FX 1700M,172
gpu1566,Quadro FX 1800,399
gpu1567,Quadro FX 1800M,466
gpu1568,Quadro FX 2000,18
gpu1569,Quadro FX 2500M,217
gpu2854,Quadro FX 2700,543
gpu1570,Quadro FX 2700M,376
gpu1571,Quadro FX 2800M,420
gpu1572,Quadro FX 3000,69
gpu4,Quadro FX 3400/4400,104
gpu1574,Quadro FX 3450,148
gpu1575,Quadro FX 3450/4000 SDI,179
gpu1576,Quadro FX 350,85
gpu1577,Quadro FX 3500,259
gpu1578,Quadro FX 3500M,306
gpu1579,Quadro FX 350M,44
gpu1580,Quadro FX 3600M,466
gpu1581,Quadro FX 360M,86
gpu1582,Quadro FX 370,83
gpu1583,Quadro FX 370 Low Profile,102
gpu1584,Quadro FX 370 LP,108
gpu1585,Quadro FX 3700,380
gpu1586,Quadro FX 3700M,456
gpu1587,Quadro FX 370M,93
gpu1588,Quadro FX 380,162
gpu1589,Quadro FX 380 LP,126
gpu1590,Quadro FX 3800,799
gpu1591,Quadro FX 3800M,605
gpu1592,Quadro FX 380M,120
gpu1593,Quadro FX 4000,101
gpu1594,Quadro FX 4500,226
gpu1595,Quadro FX 4500 X2,236
gpu1596,Quadro FX 4600,430
gpu2857,Quadro FX 4700 X2,676
gpu32,Quadro FX 4800,991
gpu1599,Quadro FX 500/600 PCI,14
gpu1600,Quadro FX 500/FX 600,7
gpu1601,Quadro FX 540,80
gpu1602,Quadro FX 550,63
gpu1603,Quadro FX 5500,242
gpu1604,Quadro FX 560,113
gpu1605,Quadro FX 5600,525
gpu1606,Quadro FX 570,232
gpu1607,Quadro FX 570M,104
gpu1608,Quadro FX 580,156
gpu1609,Quadro FX 5800,1223
gpu1611,Quadro FX 770M,170
gpu1612,Quadro FX 880M,215
gpu1614,Quadro FX Go1400,101
gpu3721,Quadro GP100,15607
gpu3919,Quadro GV100,20021
gpu1616,Quadro K1000M,783
gpu2623,Quadro K1100M,1085
gpu3193,Quadro K1200,2908
gpu2446,Quadro K2000,1571
gpu2497,Quadro K2000D,1577
gpu1617,Quadro K2000M,1016
gpu2665,Quadro K2100M,1362
gpu2947,Quadro K2200,3548
gpu3175,Quadro K2200M,3440
gpu2213,Quadro K3000M,1645
gpu2684,Quadro K3100M,2270
gpu2272,Quadro K4000,2718
gpu2159,Quadro K4000M,1908
gpu2736,Quadro K4100M,2643
gpu2992,Quadro K420,760
gpu2944,Quadro K4200,4326
gpu2258,Quadro K5000,3987
gpu1618,Quadro K5000M,2779
gpu2798,Quadro K5100M,3188
gpu2767,Quadro K510M,610
gpu2941,Quadro K5200,6020
gpu2449,Quadro K600,745
gpu2666,Quadro K6000,8059
gpu2703,Quadro K610M,719
gpu2950,Quadro K620,2240
gpu3148,Quadro K620M,1162
gpu3349,Quadro M1000M,2889
gpu3651,Quadro M1200,3270
gpu3512,Quadro M2000,3985
gpu3373,Quadro M2000M,3451
gpu3732,Quadro M2200,4295
gpu3394,Quadro M3000M,5511
gpu3325,Quadro M4000,6668
gpu3297,Quadro M4000M,6266
gpu3369,Quadro M5000,9380
gpu3408,Quadro M5000M,7037
gpu3449,Quadro M500M,1173
gpu3754,Quadro M520,1870
gpu3459,Quadro M5500,7915
gpu3106,Quadro M6000,11704
gpu3544,Quadro M6000 24GB,12008
gpu3397,Quadro M600M,2118
gpu3658,Quadro M620,2832
gpu1620,Quadro NVS 110M,47
gpu1621,Quadro NVS 120M,46
gpu1622,Quadro NVS 130M,97
gpu1623,Quadro NVS 135M,52
gpu1624,Quadro NVS 140M,69
gpu1625,Quadro NVS 150M,70
gpu1626,Quadro NVS 160M,137
gpu1628,Quadro NVS 210S,23
gpu1629,Quadro NVS 210S / GeForce 6150LE,20
gpu1631,Quadro NVS 280 PCI,8
gpu1632,Quadro NVS 280 SD,2
gpu1633,Quadro NVS 285,42
gpu1634,Quadro NVS 285 128MB,38
gpu1635,Quadro NVS 290,226
gpu1636,Quadro NVS 295,79
gpu1638,Quadro NVS 320M,208
gpu1640,Quadro NVS 420,69
gpu1641,Quadro NVS 440,37
gpu1642,Quadro NVS 450,66
gpu1643,Quadro NVS 510M,253
gpu1644,Quadro NVS 55/280 PCI,6
gpu3727,Quadro P1000,4438
gpu3712,Quadro P2000,6921
gpu3982,Quadro P2000 with Max-Q Design,5172
gpu4133,Quadro P2200,9374
gpu3688,Quadro P3000,6614
gpu3942,Quadro P3200,9122
gpu3963,Quadro P3200 with Max-Q Design,9113
gpu3807,Quadro P400,1601
gpu3719,Quadro P4000,11655
gpu3829,Quadro P4000 with Max-Q Design,9082
gpu3959,Quadro P4200,10445
gpu3999,Quadro P4200 with Max-Q Design,11162
gpu3911,Quadro P500,1602
gpu3607,Quadro P5000,12305
gpu4126,Quadro P520,2106
gpu3888,Quadro P5200,12460
gpu3996,Quadro P5200 with Max-Q Design,12608
gpu3729,Quadro P600,3266
gpu3597,Quadro P6000,14927
gpu3954,Quadro P620,3603
gpu4119,Quadro RTX 3000,11157
gpu4152,Quadro RTX 3000 with Max-Q Design,8418
gpu4053,Quadro RTX 4000,15480
gpu4148,Quadro RTX 4000 (Mobile),12722
gpu4161,Quadro RTX 4000 with Max-Q Design,12569
gpu4040,Quadro RTX 5000,16038
gpu4147,Quadro RTX 5000 (Mobile),14832
gpu4144,Quadro RTX 5000 with Max-Q Design,13590
gpu4015,Quadro RTX 6000,19135
gpu4061,Quadro RTX 8000,19447
gpu4124,Quadro T1000,6608
gpu4295,Quadro T1000 with Max-Q Design,6684
gpu4113,Quadro T2000,7176
gpu4218,Quadro T2000 with Max-Q Design,6949
gpu1647,Quadro2 MXR/EX,4
gpu1648,Quadro2 Pro,1
gpu1649,Quadro4 380 XGL,6
gpu1657,Quadro4 900 XGL,4
gpu1658,Quadro4 980 XGL,5
gpu4363,Qualcomm Adreno 540 GPU,118
gpu4368,Qualcomm Adreno 618 GPU,124
gpu4034,Qualcomm Adreno 630 GPU,282
gpu4561,Qualcomm Adreno 675 GPU,539
gpu4344,Qualcomm Adreno 680 GPU,652
gpu4563,Qualcomm Adreno 685 GPU,892
gpu4499,Qualcomm Adreno 690 GPU,972
gpu4960,Qualcomm Adreno 7c Gen 3 GPU,748
gpu4838,Qualcomm Adreno 7c+ Gen 3,591
gpu4518,Qualcomm Adreno 8cx Gen 3,1934
gpu2946,QXL KMDOD,18
gpu554,Radeon 2100,59
gpu76,Radeon 3000,98
gpu4713,Radeon 3015e,364
gpu4684,Radeon 3020e,464
gpu105,Radeon 3100,73
gpu3797,Radeon 520,858
gpu3818,Radeon 530,1009
gpu3980,Radeon 535,1071
gpu3810,Radeon 535DX,806
gpu3803,Radeon 540,1354
gpu4154,Radeon 540X,1402
gpu4526,Radeon 550,1772
gpu4137,Radeon 550X,1494
gpu4759,Radeon 610M,1124
gpu4773,Radeon 610M Ryzen 9 7845HX,21911
gpu4760,Radeon 610M Ryzen 9 7945HX,1624
gpu4208,Radeon 620,897
gpu4190,Radeon 625,1090
gpu4221,Radeon 630,1271
gpu124,Radeon 6600M,518
gpu3813,Radeon 6750M,911
gpu4884,Radeon 680M Ryzen 7 7735HS,6179
gpu1689,Radeon 7000 / Radeon VE,2
gpu1690,RADEON 7000 / RADEON VE Family,3
gpu1693,RADEON 7200,2
gpu4926,Radeon 740M,3436
gpu556,RADEON 7500,3
gpu1695,RADEON 7500 Family,4
gpu4902,Radeon 760M,5394
gpu4818,Radeon 780M,7106
gpu1697,RADEON 8500 Family,6
gpu1699,RADEON 9000,4
gpu1700,RADEON 9000 Family,3
gpu1703,RADEON 9100 Family,6
gpu557,RADEON 9100 IGP,5
gpu558,RADEON 9200,3
gpu1704,RADEON 9200 LE Family,2
gpu1706,RADEON 9200 PRO Family,2
gpu1707,RADEON 9200 SE,2
gpu1710,RADEON 9250,2
gpu1711,RADEON 9500,36
gpu1713,RADEON 9500 PRO / 9700,41
gpu559,RADEON 9550,34
gpu560,Radeon 9550 / X1050,29
gpu1716,RADEON 9600 Family,25
gpu1717,RADEON 9600 PRO,42
gpu1718,RADEON 9600 PRO Family,26
gpu1722,RADEON 9600 TX Family,18
gpu1723,RADEON 9600 XT,35
gpu1724,RADEON 9600SE,27
gpu1726,RADEON 9700 PRO,53
gpu151,Radeon 9700 TX w/TV-Out,44
gpu1729,RADEON 9800,57
gpu1731,RADEON 9800 PRO,59
gpu1732,RADEON 9800 SE,23
gpu1734,RADEON 9800 XT,56
gpu4187,RADEON A9800XT,22
gpu4676,Radeon Athlon Gold 3150U,733
gpu4573,Radeon Athlon Gold PRO 4150GE,1573
gpu4735,Radeon Athlon PRO 3045B,555
gpu4711,Radeon Athlon Silver 3050U,679
gpu561,RADEON E2400,51
gpu562,RADEON E4690,405
gpu3364,Radeon E6460,323
gpu3995,Radeon E6465,231
gpu251,Radeon E6760,876
gpu3150,Radeon E8860,1686
gpu3831,Radeon E8870PCIe,3368
gpu4281,Radeon Eng Sample: 100-000000085-40_35/24_Y,1440
gpu4489,Radeon Eng Sample: 100-000000262-30_Y,2415
gpu4633,Radeon Eng Sample: 100-000000285-40_Y,2365
gpu4784,Radeon Eng Sample: 100-000000287-40_Y,1861
gpu4572,Radeon Eng Sample: 100-000000300-40_Y,2670
gpu4937,Radeon Eng Sample: 100-000000371-40_42/18_Y,2590
gpu4963,Radeon Eng Sample: 100-000000560-40_Y,5294
gpu566,Radeon HD 2350,76
gpu567,Radeon HD 2400,120
gpu568,Radeon HD 2400 PCI,14
gpu569,Radeon HD 2400 Pro,114
gpu571,Radeon HD 2400 XT,118
gpu572,Radeon HD 2600 PRO,211
gpu573,Radeon HD 2600 Pro AGP,110
gpu574,Radeon HD 2600 XT,282
gpu576,Radeon HD 2900 GT,292
gpu577,Radeon HD 2900 PRO,627
gpu578,Radeon HD 2900 XT,659
gpu2964,Radeon HD 3000,95
gpu46,Radeon HD 3200,82
gpu580,Radeon HD 3300,126
gpu581,Radeon HD 3450,158
gpu583,Radeon HD 3470,118
gpu585,Radeon HD 3650 AGP,150
gpu586,Radeon HD 3670,156
gpu587,Radeon HD 3850,396
gpu44,Radeon HD 3850 AGP,432
gpu588,Radeon HD 3850 X2,822
gpu10,Radeon HD 3870,557
gpu589,Radeon HD 3870 X2,708
gpu25,Radeon HD 4200,111
gpu590,Radeon HD 4250,122
gpu591,Radeon HD 4270,109
gpu592,Radeon HD 4290,140
gpu2945,Radeon HD 4300/4500 Serisi,155
gpu110,Radeon HD 4330,113
gpu113,Radeon HD 4350,120
gpu5,Radeon HD 4550,235
gpu596,Radeon HD 4650,230
gpu597,Radeon HD 4650 AGP,207
gpu12,Radeon HD 4670,379
gpu601,Radeon HD 4770,894
gpu2829,Radeon HD 4810,769
gpu57,Radeon HD 4830,835
gpu24,Radeon HD 4850,936
gpu602,Radeon HD 4850 X2,1132
gpu30,Radeon HD 4870,1368
gpu98,Radeon HD 4870 X2,1309
gpu42,Radeon HD 4890,1514
gpu7,Radeon HD 5450,136
gpu3055,Radeon HD 5470,268
gpu603,Radeon HD 5550,376
gpu80,Radeon HD 5570,482
gpu604,Radeon HD 5600/5700,646
gpu28,Radeon HD 5670,798
gpu50,Radeon HD 5750,1162
gpu6,Radeon HD 5770,1344
gpu69,Radeon HD 5830,1730
gpu47,Radeon HD 5850,1982
gpu48,Radeon HD 5870,2218
gpu20,Radeon HD 5970,2307
gpu2715,Radeon HD 6230,179
gpu252,Radeon HD 6250,93
gpu254,Radeon HD 6290,105
gpu255,Radeon HD 6290M,140
gpu256,Radeon HD 6300M,143
gpu13,Radeon HD 6310,122
gpu258,Radeon HD 6320,148
gpu259,Radeon HD 6320 Graphic,216
gpu260,Radeon HD 6320M,198
gpu262,RADEON HD 6350,140
gpu263,Radeon HD 6370D,254
gpu264,Radeon HD 6370M,275
gpu265,Radeon HD 6380G,200
gpu266,Radeon HD 6410D,238
gpu2416,Radeon HD 6430M,192
gpu267,Radeon HD 6450,198
gpu3724,Radeon HD 6450 + 8470D Dual,762
gpu268,Radeon HD 6450A,260
gpu107,Radeon HD 6470M,227
gpu270,Radeon HD 6480G,260
gpu3234,Radeon HD 6480M,353
gpu271,Radeon HD 6490M,377
gpu52,Radeon HD 6520G,298
gpu109,Radeon HD 6530D,337
gpu273,Radeon HD 6550A,707
gpu274,Radeon HD 6550D,403
gpu54,Radeon HD 6570,558
gpu2285,Radeon HD 6610M,565
gpu40,Radeon HD 6620G,351
gpu277,Radeon HD 6630M,684
gpu278,Radeon HD 6650A,835
gpu279,Radeon HD 6650M,753
gpu96,Radeon HD 6670,729
gpu2357,Radeon HD 6670 + 6670 Dual,646
gpu3178,Radeon HD 6670 + 7660D Dual,1492
gpu3633,Radeon HD 6670/7670,945
gpu280,Radeon HD 6700M,1016
gpu282,Radeon HD 6750,1043
gpu283,Radeon HD 6750M,937
gpu284,Radeon HD 6770,1246
gpu285,Radeon HD 6770M,964
gpu286,Radeon HD 6790,1608
gpu287,Radeon HD 6800M,798
